name,t_serve_total,t_serve_won,t_receive_total,t_receive_won,1_serve_total,1_serve_won,1_receive_total,1_receive_won,2_serve_total,2_serve_won,2_receive_total,2_receive_won,3_serve_total,3_serve_won,3_receive_total,3_receive_won,4_serve_total,4_serve_won,4_receive_total,4_receive_won,5_serve_total,5_serve_won,5_receive_total,5_receive_won,6_serve_total,6_serve_won,6_receive_total,6_receive_won,7_serve_total,7_serve_won,7_receive_total,7_receive_won,8_serve_total,8_serve_won,8_receive_total,8_receive_won,9_serve_total,9_serve_won,9_receive_total,9_receive_won,10_serve_total,10_serve_won,10_receive_total,10_receive_won,11_serve_total,11_serve_won,11_receive_total,11_receive_won,12_serve_total,12_serve_won,12_receive_total,12_receive_won,13_serve_total,13_serve_won,13_receive_total,13_receive_won,14_serve_total,14_serve_won,14_receive_total,14_receive_won,15_serve_total,15_serve_won,15_receive_total,15_receive_won,16_serve_total,16_serve_won,16_receive_total,16_receive_won,17_serve_total,17_serve_won,17_receive_total,17_receive_won,18_serve_total,18_serve_won,18_receive_total,18_receive_won
Gael Monfils,41,22,39,16,264,163,262,122,163,115,140,53,101,63,122,53,115,67,87,31,111,74,122,52,38,21,53,24,67,47,56,30,122,67,101,41,58,33,81,23,17,11,24,7,87,54,90,46,88,52,99,35,36,23,40,19,85,52,110,46,59,36,56,20,136,81,162,67,81,49,95,42,55,35,67,29
Lukasz Kubot,44,28,46,25,185,104,185,70,104,53,115,39,81,49,70,32,53,24,76,22,100,57,77,30,32,25,32,8,24,17,54,16,86,52,69,28,68,42,54,19,7,4,8,6,59,42,57,21,76,47,63,21,30,19,21,9,64,36,63,23,48,26,33,14,89,62,69,26,62,41,43,15,27,14,26,14
Feliciano Lopez,84,46,79,25,218,140,223,73,140,97,150,54,78,46,73,33,97,63,96,37,89,52,94,26,32,20,33,13,63,43,59,17,86,61,105,36,57,41,46,12,12,7,13,5,81,47,86,24,66,44,70,18,23,15,20,7,78,57,76,22,37,25,31,13,87,52,66,14,52,39,52,17,35,28,14,5
Karol Beck,4,1,5,1,39,28,39,10,28,13,29,11,11,5,10,5,13,6,18,8,20,15,16,5,6,4,5,0,6,2,10,3,22,10,19,1,9,6,10,5,2,1,0,0,14,5,21,7,18,11,6,1,4,3,5,0,20,11,12,3,10,5,6,1,32,16,17,5,16,6,12,5,16,8,5,1
Fernando Gonzalez,0,0,0,0,14,11,14,3,11,8,11,3,3,2,3,0,8,7,8,0,5,2,6,2,1,0,0,0,7,5,8,1,3,2,4,1,3,1,2,1,1,1,0,0,4,2,4,0,2,1,2,0,3,1,1,0,3,2,2,1,2,1,1,0,3,1,3,1,1,1,2,0,2,1,1,0
Mikhail Youzhny,21,12,21,8,241,149,236,87,149,80,149,58,92,55,87,32,80,53,91,35,124,92,113,42,37,24,32,14,53,36,56,20,119,76,106,34,56,29,60,20,13,9,14,10,93,56,92,34,72,46,74,31,36,20,24,3,83,61,77,25,46,27,52,17,88,52,105,42,52,36,63,23,36,23,42,20
Xavier Malisse,54,32,54,15,152,95,160,49,95,65,111,34,57,30,49,14,65,41,77,24,60,35,69,22,27,15,14,7,41,33,53,21,59,37,71,23,40,26,29,10,12,7,7,3,45,32,69,24,48,32,42,21,21,12,14,8,45,30,45,14,28,15,27,10,51,34,69,28,34,22,41,17,17,9,28,7
Caroline Wozniacki,48,30,47,18,287,168,281,131,168,95,150,67,119,77,131,72,96,52,83,41,149,93,126,60,42,27,72,34,51,34,42,23,138,88,107,67,83,48,98,49,15,10,34,19,105,60,63,36,98,68,116,51,45,29,64,30,113,66,101,48,59,32,85,41,147,85,180,86,85,51,94,44,62,34,86,42
Arantxa Parra Santonja,11,7,12,5,37,21,37,11,21,12,26,10,16,6,11,3,12,7,16,5,15,6,18,8,10,3,3,2,7,5,11,5,11,6,15,5,12,7,9,5,7,3,2,2,8,5,15,9,12,6,9,3,8,4,5,3,9,7,15,4,10,4,5,2,12,6,11,6,6,4,5,0,6,4,6,2
Mathilde Johansson,4,4,4,3,89,44,85,39,44,19,46,21,45,29,39,17,19,8,25,13,54,31,43,24,16,5,17,12,8,5,12,7,42,17,32,12,28,15,29,13,11,6,12,6,20,13,27,13,39,19,28,12,19,6,19,9,26,14,29,11,26,11,22,8,45,20,49,25,19,9,24,11,25,12,25,12
Heather Watson,7,5,7,3,104,55,102,44,55,38,58,23,49,29,44,13,38,26,35,16,46,23,54,27,20,10,13,4,26,12,19,9,35,19,43,18,33,11,36,14,10,4,4,3,33,16,34,17,27,13,40,19,26,14,15,9,30,17,38,17,28,17,25,10,53,22,79,40,22,14,39,21,31,15,40,14
Elena Baltacha,0,0,0,0,86,49,86,37,49,30,49,17,37,25,37,18,30,17,32,12,44,28,36,12,12,5,18,9,17,9,20,13,41,23,36,13,21,10,21,10,7,5,9,4,31,16,36,16,28,15,24,7,16,13,15,5,30,17,33,10,26,13,17,7,61,32,33,13,32,14,20,8,29,17,13,8
Mona Barthel,5,2,5,1,71,35,71,25,35,18,46,20,36,20,25,10,18,12,26,9,37,18,35,11,16,8,10,4,12,7,17,8,24,10,33,13,27,13,17,10,8,5,4,3,15,6,28,11,27,20,20,8,19,14,11,5,29,17,23,10,21,13,14,8,52,31,36,13,31,16,23,10,21,12,13,3
Anna Chakvetadze,0,0,0,0,15,6,15,4,6,4,11,3,9,3,4,1,4,1,8,3,5,0,6,4,6,3,1,0,1,1,5,0,3,2,5,1,8,4,5,0,3,3,0,0,2,0,4,2,5,0,6,1,7,3,0,0,2,1,7,2,8,5,1,0,11,7,5,3,7,3,2,0,4,1,3,1
Maria Sharapova,33,23,31,13,415,257,422,213,257,160,209,98,158,86,213,104,160,105,111,51,183,112,207,109,72,38,104,46,105,67,60,35,167,98,149,71,109,64,167,76,34,21,46,26,136,84,113,56,133,76,162,83,66,42,96,57,128,75,135,74,99,57,122,62,217,138,264,140,138,77,124,67,79,46,140,77
Na Li,24,12,23,14,300,175,298,142,175,114,156,62,125,78,142,66,115,75,94,42,138,82,138,68,47,32,65,35,75,46,52,20,122,81,112,48,88,49,98,49,15,8,35,15,110,71,84,39,90,54,97,51,47,33,69,29,93,48,85,40,69,39,91,48,173,104,150,74,104,55,76,38,69,40,74,45
Alla Kudryavtseva,6,3,6,2,31,15,31,15,15,10,16,6,16,7,15,7,10,6,10,6,12,4,14,7,9,6,7,4,6,5,4,2,8,5,13,3,14,6,10,4,3,1,4,4,6,5,12,4,10,5,9,3,8,3,4,2,6,4,10,3,7,3,5,3,9,4,12,5,4,2,7,2,5,2,5,0
Ana Ivanovic,23,12,24,4,222,128,217,101,128,72,116,51,94,64,101,47,72,40,65,33,120,78,105,47,30,18,47,28,40,23,32,15,110,60,91,44,60,34,66,31,12,8,28,18,77,51,62,27,84,46,79,41,34,21,41,19,72,44,65,24,59,36,63,31,110,74,101,40,74,44,61,26,36,16,40,21
Melanie Oudin,0,0,0,0,30,10,30,7,10,7,23,11,20,6,7,1,7,2,12,7,9,6,17,4,14,6,1,1,2,1,5,2,11,5,20,5,9,4,4,1,8,5,1,0,6,4,17,8,10,4,8,1,10,7,2,2,6,2,15,6,13,1,1,1,8,3,10,1,3,2,9,3,5,2,1,0
Marion Bartoli,31,18,34,14,288,178,289,128,178,114,161,84,110,64,128,57,114,69,77,29,128,80,155,57,46,26,57,30,69,42,48,21,125,76,127,51,74,37,84,42,20,6,30,17,102,62,97,29,86,52,93,38,43,24,55,27,92,54,84,43,58,32,66,26,160,96,169,80,96,45,89,47,64,39,80,41
Kristyna Pliskova,0,0,0,0,7,3,7,3,3,1,4,0,4,1,3,0,1,1,4,1,3,2,3,0,3,0,0,0,1,0,3,0,2,0,4,1,1,1,0,0,3,0,0,0,1,1,3,2,3,2,1,0,0,0,0,0,2,0,3,2,1,1,0,0,4,1,2,0,1,1,2,0,3,1,0,0
Aravane Rezai,0,0,0,0,55,34,56,19,34,15,37,7,21,9,19,8,15,5,30,8,28,19,18,8,12,6,8,1,5,4,22,12,29,17,18,4,15,9,15,8,6,2,1,1,18,11,26,7,21,14,11,2,8,6,8,3,21,14,16,9,13,5,7,4,19,7,20,6,7,3,14,4,12,3,6,2
Serena Williams,32,23,32,8,291,199,279,131,199,128,148,82,92,61,131,69,128,92,66,28,132,93,144,65,31,22,69,38,92,62,38,17,129,87,107,42,61,38,96,40,9,6,38,19,117,89,82,34,80,58,98,45,29,18,59,24,86,64,87,39,40,27,80,36,82,49,174,67,49,35,107,57,33,19,67,33
Francesca Schiavone,20,12,19,6,339,192,332,154,192,109,178,78,147,77,154,75,109,59,100,34,160,96,157,70,70,41,75,34,59,32,66,25,146,84,121,54,105,65,111,53,29,14,34,11,111,60,92,44,127,74,112,51,54,37,76,30,125,70,105,48,90,52,97,43,215,127,200,96,127,69,104,48,88,50,96,46
Jelena Dokic,5,1,5,2,69,36,71,29,36,21,42,18,33,18,29,16,21,13,24,11,33,15,31,17,15,9,16,9,13,8,13,4,23,17,25,7,27,16,24,11,6,3,9,5,22,14,22,6,22,13,20,8,14,9,15,6,21,11,18,5,18,6,17,5,25,17,30,11,17,12,19,8,8,4,11,6
Stephanie Foretz Gacon,7,4,7,2,51,24,50,15,24,14,35,18,27,13,15,7,14,7,17,6,23,11,26,5,14,5,7,1,7,6,11,8,18,7,27,7,17,10,11,5,9,3,1,1,8,2,28,7,21,9,13,4,10,7,5,4,15,4,16,7,19,8,5,1,38,17,25,12,17,11,13,6,21,13,12,4
Andrea Petkovic,16,11,15,8,171,96,164,78,96,49,86,38,75,36,78,36,48,31,48,22,83,53,80,43,39,26,36,15,31,12,26,10,70,47,59,24,56,30,64,26,13,4,15,6,66,42,45,20,53,39,62,34,30,18,35,19,63,38,48,21,32,17,50,22,87,48,93,41,48,25,52,23,39,22,41,20
Magdalena Rybarikova,0,0,0,0,34,13,33,13,13,6,20,7,21,10,13,3,6,2,13,7,17,7,17,8,11,8,3,1,2,1,6,1,11,5,16,7,18,9,10,2,3,2,1,0,6,3,10,3,15,11,15,4,11,7,3,1,14,6,14,6,11,4,6,1,24,10,18,4,10,7,14,5,14,10,4,2
Victoria Azarenka,42,25,39,10,379,233,385,190,233,139,195,95,146,92,190,96,139,87,100,38,186,113,189,100,54,32,96,42,86,53,62,35,165,111,127,66,105,59,154,83,22,15,42,22,144,92,96,45,113,76,137,70,61,36,103,43,128,84,112,64,73,41,130,74,171,102,221,103,102,60,118,57,69,44,103,58
Naomi Broady,0,0,0,0,9,7,9,5,7,2,4,3,2,0,5,2,2,1,1,0,5,4,6,0,2,1,2,0,1,0,1,1,5,1,6,3,2,1,2,1,1,0,0,0,2,2,4,1,5,4,4,0,1,0,1,0,4,1,5,5,1,1,1,0,8,5,11,2,5,3,9,3,3,2,2,0
Anne Keothavong,0,0,0,0,60,34,60,22,34,15,38,17,26,8,22,8,15,5,21,9,27,18,31,12,18,10,8,2,5,3,12,2,28,10,28,12,19,9,18,6,8,4,2,2,12,7,18,6,27,16,24,8,14,8,6,2,21,8,22,7,19,9,12,3,40,22,30,14,22,13,16,7,18,9,14,7
Jelena Jankovic,17,8,16,6,176,106,176,88,106,57,88,37,70,37,88,44,57,34,51,20,86,53,81,36,33,18,44,18,34,20,31,11,76,44,65,29,51,30,62,22,15,9,18,8,58,32,47,17,62,45,70,33,30,19,31,14,71,39,54,25,36,17,49,21,112,62,112,53,62,33,59,37,50,34,53,31
Maria Jose Martinez Sanchez,5,1,6,6,67,40,71,36,40,25,35,13,27,8,36,17,25,13,22,10,23,11,32,13,19,8,17,8,13,7,12,4,23,10,29,16,20,12,22,9,11,5,8,2,16,13,17,9,25,11,29,10,13,9,15,3,14,11,28,10,23,15,22,9,35,17,48,20,17,8,28,11,18,8,20,6
Virginie Razzano,16,5,16,8,85,41,84,33,41,18,51,26,44,27,33,14,18,12,25,12,50,28,45,21,17,12,14,6,12,5,13,8,34,14,36,14,34,19,29,16,5,4,6,3,21,10,30,11,39,20,27,6,19,10,19,7,31,21,32,7,29,11,18,6,45,24,37,14,24,12,23,11,21,12,14,7
Shuai Peng,29,23,29,12,198,112,187,81,112,71,106,44,86,45,81,33,71,43,62,22,86,55,92,38,41,27,33,18,43,27,40,18,83,52,76,32,58,32,53,20,14,8,18,9,68,44,62,30,63,36,65,29,34,20,29,10,60,35,66,30,47,28,48,25,103,57,115,50,57,32,65,31,46,25,50,19
Laura Robson,23,12,23,11,84,50,85,30,50,30,55,23,34,23,30,10,30,16,32,9,43,24,43,21,11,5,10,3,16,11,23,10,38,26,31,11,24,18,28,12,6,3,3,0,31,18,30,12,30,20,27,8,9,6,15,3,33,14,31,13,16,8,20,7,59,29,50,17,29,12,33,13,30,15,17,6
Sabine Lisicki,25,13,24,14,202,127,202,84,127,63,118,48,75,45,84,43,63,43,70,31,109,58,89,38,30,17,43,19,43,26,39,17,78,43,82,37,68,45,62,27,13,7,19,11,60,36,62,25,80,41,72,32,30,15,35,17,65,37,65,25,54,32,50,30,108,71,82,30,71,38,52,21,37,15,30,14
Eleni Daniilidou,0,0,0,0,18,8,20,6,8,5,14,5,10,5,6,3,5,2,9,5,8,1,8,3,5,1,3,0,2,1,4,1,4,0,10,3,8,2,6,3,4,1,0,0,1,1,8,3,6,3,6,2,7,2,3,0,3,2,7,1,5,2,5,0,10,5,11,4,5,1,7,2,5,3,4,1
Lourdes Dominguez Lino,0,0,0,0,45,25,47,17,25,15,30,8,20,9,17,4,15,6,22,7,19,9,21,9,11,6,4,0,6,5,15,3,18,8,19,3,16,9,13,8,5,2,0,0,9,3,19,7,19,11,8,3,9,3,8,4,17,8,12,3,11,4,7,1,36,18,13,2,18,5,11,3,18,10,2,1
Simona Halep,4,4,5,3,54,22,55,17,22,11,38,14,32,20,17,7,11,7,24,9,31,13,24,8,12,2,7,3,7,3,15,4,17,12,25,9,20,14,12,5,10,6,3,1,16,11,20,6,19,9,16,4,12,7,7,1,14,4,18,4,17,10,10,5,27,14,21,11,14,11,10,6,13,4,11,5
Barbora Zahlavova Strycova,12,6,12,9,68,36,72,32,36,21,40,23,32,13,32,10,21,12,17,3,28,12,45,20,19,8,10,5,12,7,14,3,21,16,28,17,24,12,25,15,11,6,5,1,21,13,14,4,17,6,27,7,18,10,19,5,14,4,24,10,21,10,21,11,32,16,41,11,16,9,30,13,16,5,11,3
Stephanie Dubois,0,0,0,0,24,11,23,10,11,5,13,7,13,9,10,1,5,4,6,2,15,7,16,5,4,1,1,1,4,1,4,2,8,4,13,3,9,6,5,1,3,1,1,0,7,5,12,3,10,5,7,3,4,3,2,0,7,3,7,4,8,6,5,3,23,9,14,7,9,2,7,5,14,6,7,4
Petra Kvitova,29,15,29,16,340,201,339,148,201,119,191,87,139,94,148,67,119,74,104,48,176,116,168,64,45,28,67,30,74,47,56,22,161,102,152,91,88,60,101,46,17,10,30,10,129,80,83,40,119,78,146,82,38,19,66,28,127,85,104,43,60,40,120,55,148,89,200,87,89,61,113,52,59,38,87,47
Alexandra Dulgheru,17,9,16,9,44,24,44,20,24,17,24,12,20,12,20,6,17,9,12,6,19,10,26,10,8,1,6,2,9,6,6,3,18,9,22,7,10,3,14,5,7,3,2,0,12,7,18,5,12,4,16,5,10,6,7,2,9,4,16,7,14,7,10,6,29,16,16,7,16,7,9,3,13,8,7,5
Svetlana Kuznetsova,42,25,40,18,208,115,209,100,115,63,109,54,93,60,100,45,63,36,55,20,112,72,109,60,33,21,45,21,36,21,35,13,99,61,69,29,61,41,84,43,12,7,21,12,76,48,53,27,79,40,70,32,27,19,52,25,68,41,65,36,58,30,59,26,103,60,133,68,60,33,65,29,43,19,68,33
Kimiko Date-Krumm,17,8,18,7,62,31,61,26,31,16,35,19,31,17,26,8,16,7,16,5,32,15,37,13,14,9,8,5,7,2,11,3,24,10,29,14,26,12,16,4,5,4,5,1,15,7,18,7,26,13,26,18,18,8,8,6,21,10,15,5,21,11,20,12,48,22,29,11,22,9,18,8,26,13,11,3
Venus Williams,14,8,14,4,114,67,112,46,67,43,66,31,47,23,46,25,43,26,34,14,47,29,52,28,24,18,25,10,25,18,20,7,46,23,38,18,36,23,43,17,6,3,10,3,30,17,27,6,46,25,44,20,16,9,24,9,38,24,30,11,30,15,35,16,51,27,60,32,27,16,28,15,24,11,32,17
Elena Vesnina,6,4,6,1,47,28,47,22,28,17,24,7,19,8,22,7,17,8,17,4,19,5,22,6,11,7,7,1,8,4,13,4,14,7,20,11,21,8,12,6,4,1,1,1,11,6,13,6,15,10,17,6,14,8,6,2,15,11,17,6,13,5,10,5,11,7,15,7,7,5,8,3,4,0,7,6
Vera Zvonareva,50,32,52,23,245,143,243,116,143,79,127,48,102,54,116,55,79,52,79,36,118,67,109,49,48,30,55,29,52,31,43,18,94,61,96,42,81,51,75,37,18,9,29,13,82,52,72,38,84,46,80,34,39,19,53,25,76,48,84,35,57,30,62,33,104,65,106,44,65,43,62,25,39,24,44,27
Jarmila Gajdosova,12,8,11,6,76,40,79,37,40,26,42,16,36,18,37,13,26,8,26,11,32,16,40,19,18,15,13,4,8,4,15,7,34,20,32,11,31,16,28,8,3,1,4,1,24,11,28,12,30,17,31,11,16,8,11,6,30,18,32,7,21,14,16,5,45,25,30,13,25,15,17,5,20,9,13,6
Dominika Cibulkova,32,25,33,15,154,88,154,68,88,56,86,39,66,31,68,26,56,30,47,19,63,34,81,39,35,19,26,12,30,19,28,14,60,35,61,28,48,27,53,31,16,8,12,4,46,27,47,23,52,26,50,22,29,14,39,13,45,32,51,20,40,12,48,22,58,28,73,32,28,13,41,14,30,18,32,19
Julia Goerges,14,8,14,5,170,100,171,72,100,63,99,34,70,37,72,22,63,37,65,28,74,36,84,38,33,18,22,10,37,21,37,13,62,37,74,35,56,34,50,20,15,9,10,8,53,39,51,27,59,32,65,29,31,19,22,17,46,25,63,29,46,31,34,18,85,48,94,36,48,35,58,29,37,20,36,16
Melinda Czink,6,4,6,1,34,17,34,7,17,9,27,10,17,7,7,1,9,6,17,6,15,11,16,5,10,5,1,0,6,4,11,2,14,5,17,7,9,7,6,3,5,3,0,0,7,6,12,6,16,10,10,5,5,1,3,0,11,9,11,3,7,4,8,4,11,6,9,5,6,3,4,0,5,2,5,3
Klara Zakopalova,11,8,10,6,71,34,74,31,34,16,43,24,37,15,31,16,16,9,19,11,33,14,39,23,22,10,16,7,9,5,8,7,21,6,27,18,29,17,32,14,12,6,7,4,10,6,16,6,32,19,36,14,18,9,17,7,23,11,28,10,22,13,24,11,57,20,31,16,20,7,15,4,37,19,16,12
Petra Cetkovska,13,6,12,5,55,27,53,27,27,17,26,12,28,12,27,6,17,11,14,4,22,14,33,14,16,7,6,2,11,7,10,4,20,10,23,9,15,7,18,6,9,2,2,0,14,8,18,6,17,13,21,11,10,6,8,3,19,16,16,4,10,4,16,11,17,9,20,9,9,4,11,4,8,5,9,2
Flavia Pennetta,12,10,12,5,139,85,139,64,85,55,75,33,54,28,64,29,55,41,42,18,58,28,68,31,26,16,29,17,41,24,24,10,42,23,55,27,46,25,43,20,10,7,17,10,40,22,38,21,44,26,50,21,28,17,27,10,44,25,50,23,35,25,38,21,97,56,101,45,56,26,56,33,41,23,45,17
Maria Kirilenko,28,19,29,11,185,106,181,90,107,66,91,39,79,51,90,45,66,39,52,19,91,46,84,42,28,10,45,17,39,23,33,12,73,47,61,20,55,34,70,31,18,12,17,9,63,40,53,21,60,41,59,23,33,22,39,20,64,41,57,23,41,21,42,20,97,57,76,35,57,29,41,16,40,25,35,20
Tamira Paszek,17,11,16,7,86,42,89,39,42,26,50,19,44,17,39,21,26,15,31,13,33,11,37,18,27,16,21,9,15,7,18,7,22,10,32,10,38,23,30,13,11,5,9,5,18,8,29,10,35,20,27,13,20,14,17,10,30,10,24,9,29,20,20,12,88,54,26,13,54,24,13,3,34,18,13,7
Daniela Hantuchova,20,6,20,7,121,70,122,51,70,39,71,33,51,34,51,23,39,23,38,12,65,25,61,22,17,11,23,14,23,12,26,10,41,25,51,18,51,28,31,17,6,4,14,7,36,21,43,15,44,29,32,14,27,17,24,10,44,22,33,17,32,18,28,14,70,38,64,32,38,22,32,15,32,14,32,14
Roberta Vinci,11,7,10,7,145,82,145,60,82,48,85,32,63,37,60,24,48,31,53,27,71,41,68,27,26,14,24,9,31,15,25,8,58,32,68,34,44,20,42,21,12,9,9,3,48,34,42,17,46,24,55,19,33,14,27,11,38,21,53,22,36,17,35,18,55,34,75,22,34,21,53,26,21,8,22,12
Yanina Wickmayer,5,2,6,2,114,61,115,53,61,40,62,26,53,31,53,22,40,23,36,8,52,28,57,25,22,12,22,8,23,12,28,9,45,24,40,14,36,22,39,7,10,2,8,5,35,18,35,14,43,26,46,19,16,7,10,2,43,27,41,19,24,15,27,13,56,33,73,26,33,18,47,23,23,10,26,9
Tsvetana Pironkova,21,12,21,8,134,75,127,57,75,41,70,30,59,37,57,28,41,28,40,20,71,46,59,27,22,9,28,13,28,15,20,8,59,31,52,21,34,20,42,15,13,4,13,8,44,26,39,17,48,24,48,20,18,11,20,10,42,27,45,14,35,20,30,13,63,32,49,27,32,16,22,7,31,12,27,16
Nadia Petrova,25,16,25,9,131,81,132,56,81,44,76,27,50,27,56,25,44,27,49,22,64,39,58,25,23,19,25,14,27,17,27,6,56,32,55,18,44,24,36,13,4,3,14,4,42,24,43,17,48,30,41,17,23,13,23,8,48,28,41,19,31,11,32,14,51,28,72,26,28,19,46,22,23,11,26,13
Conor Niland,0,0,0,0,6,1,6,1,1,0,5,2,5,1,1,0,0,0,3,0,2,0,3,0,4,1,0,0,0,0,3,1,0,0,3,1,3,2,0,0,3,0,0,0,0,0,3,1,2,1,1,0,1,1,0,0,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergiy Stakhovsky,13,9,13,5,114,62,112,51,62,42,61,22,52,20,51,20,42,21,39,15,40,23,53,21,31,18,20,7,20,12,24,7,44,27,47,20,35,19,34,17,13,7,7,2,35,20,34,8,36,22,37,12,23,15,22,8,37,19,33,11,29,11,26,12,46,32,50,22,32,18,28,10,14,3,22,7
Romain Jouan,5,3,6,1,13,7,14,3,7,5,11,2,6,2,3,3,5,3,9,3,4,2,2,0,4,1,3,0,3,2,6,1,4,1,5,2,3,2,3,0,3,1,0,0,2,1,4,1,5,5,5,3,2,1,0,0,6,4,3,0,1,1,3,1,4,1,2,0,1,1,2,0,3,1,0,0
Santiago Giraldo,4,1,4,0,89,48,93,26,48,26,67,13,41,25,26,8,26,15,54,22,47,28,31,12,16,9,8,3,15,12,32,6,39,26,41,21,28,16,17,6,7,4,3,1,29,20,26,12,29,18,32,11,16,11,8,1,27,16,33,11,22,12,18,8,46,25,35,14,25,15,21,4,21,13,14,4
Tommy Haas,22,18,22,8,142,91,137,64,91,49,73,24,51,34,64,29,49,29,49,16,76,45,59,23,17,9,29,17,29,15,33,9,65,41,52,19,40,24,35,11,8,5,17,8,55,38,42,14,48,27,43,19,21,16,20,7,44,26,38,14,37,20,32,11,60,31,74,16,31,24,58,31,29,15,16,8
Jonathan Dasnieres De Veigy,6,5,6,2,18,9,20,5,9,7,15,8,9,4,5,2,7,4,7,3,6,3,11,4,5,1,2,1,4,1,4,2,6,4,10,5,4,3,5,3,4,0,1,0,7,3,7,1,5,2,7,1,1,1,4,1,6,5,7,0,4,2,4,1,9,8,5,1,8,3,4,1,1,1,1,0
Alejandro Falla,64,42,61,18,186,119,180,63,119,75,117,38,67,40,63,26,75,45,79,27,84,46,75,27,27,16,26,8,45,34,52,19,76,53,75,25,54,31,45,18,11,6,8,5,64,39,69,25,54,37,52,16,29,16,21,7,62,40,61,27,33,22,30,12,68,44,102,42,44,32,60,30,24,12,42,15
Jarkko Nieminen,17,12,18,9,112,67,115,34,67,42,81,17,45,25,34,8,42,21,64,20,50,33,43,15,20,11,8,3,21,9,44,12,54,37,48,16,28,15,20,3,9,5,3,1,49,28,44,14,32,17,33,11,18,7,5,2,38,21,36,9,22,12,14,5,49,30,37,17,30,21,20,8,18,11,17,6
Rogerio Dutra Da Silva,0,0,0,0,28,19,30,12,19,8,18,8,9,7,12,5,8,4,10,3,18,10,15,5,2,1,5,1,4,3,7,3,14,9,13,7,9,7,9,3,1,0,1,0,10,6,9,3,12,9,12,5,2,2,4,0,13,7,10,5,5,4,9,4,16,7,14,4,7,6,10,2,9,5,4,2
