name,t_serve_total,t_serve_won,t_receive_total,t_receive_won,1_serve_total,1_serve_won,1_receive_total,1_receive_won,2_serve_total,2_serve_won,2_receive_total,2_receive_won,3_serve_total,3_serve_won,3_receive_total,3_receive_won,4_serve_total,4_serve_won,4_receive_total,4_receive_won,5_serve_total,5_serve_won,5_receive_total,5_receive_won,6_serve_total,6_serve_won,6_receive_total,6_receive_won,7_serve_total,7_serve_won,7_receive_total,7_receive_won,8_serve_total,8_serve_won,8_receive_total,8_receive_won,9_serve_total,9_serve_won,9_receive_total,9_receive_won,10_serve_total,10_serve_won,10_receive_total,10_receive_won,11_serve_total,11_serve_won,11_receive_total,11_receive_won,12_serve_total,12_serve_won,12_receive_total,12_receive_won,13_serve_total,13_serve_won,13_receive_total,13_receive_won,14_serve_total,14_serve_won,14_receive_total,14_receive_won,15_serve_total,15_serve_won,15_receive_total,15_receive_won,16_serve_total,16_serve_won,16_receive_total,16_receive_won,17_serve_total,17_serve_won,17_receive_total,17_receive_won,18_serve_total,18_serve_won,18_receive_total,18_receive_won
Louk Sorensen,0,0,0,0,14,8,13,4,8,5,9,3,6,4,4,0,5,4,6,3,7,4,7,2,2,1,0,0,4,3,3,1,5,3,8,3,4,3,2,1,1,1,0,0,4,3,6,3,4,1,4,0,2,2,1,0,2,1,7,3,5,3,1,0,6,3,7,3,3,2,4,1,3,1,3,1
Steve Johnson,22,10,21,7,61,39,61,12,39,22,49,13,22,12,12,6,22,10,36,8,29,19,19,6,10,7,6,2,10,7,28,8,31,22,21,7,17,11,10,3,3,0,2,0,25,20,22,5,20,14,14,4,6,6,5,2,19,13,15,5,12,11,7,2,36,23,18,4,23,13,14,6,13,9,4,2
Robby Ginepri,6,3,6,2,34,18,33,14,18,12,19,6,16,9,14,4,12,9,13,3,15,10,16,8,7,3,4,3,9,6,10,1,13,8,11,2,8,7,9,1,4,1,3,2,11,5,10,3,12,8,10,3,2,2,2,2,14,10,10,4,6,4,3,1,15,9,13,4,9,8,9,4,6,6,4,1
Joao Souza,10,5,10,3,32,17,35,12,17,10,23,8,15,9,12,5,10,4,15,8,16,8,15,4,6,2,5,3,4,3,7,3,14,11,19,5,10,6,6,2,4,1,3,2,12,7,17,6,9,2,9,2,5,2,3,1,7,5,13,4,9,6,4,0,22,14,17,6,14,7,11,3,8,7,6,0
Filippo Volandri,10,5,10,4,62,33,62,18,33,20,44,14,29,20,18,5,20,12,30,4,33,21,27,9,9,5,5,1,12,8,26,10,29,18,22,9,17,8,13,4,4,3,1,1,22,16,23,7,19,11,18,6,12,9,4,1,17,8,19,11,17,7,9,5,33,18,27,12,18,9,15,3,15,8,12,3
Ricardo Mello,12,6,12,7,59,30,58,23,30,21,35,13,29,21,23,8,21,13,22,8,30,15,28,8,8,3,8,0,13,10,14,9,23,12,28,7,18,8,16,6,5,4,0,0,15,9,30,10,19,11,17,3,14,9,6,3,17,11,24,8,17,12,6,2,38,24,17,2,24,14,15,4,14,10,2,1
Donald Young,17,11,17,8,141,77,140,46,77,46,94,37,64,39,47,19,46,24,57,22,70,40,65,25,25,15,19,4,24,15,35,8,62,41,62,21,45,27,40,14,10,5,4,1,50,30,49,21,48,16,47,18,23,12,17,10,36,21,50,20,44,21,25,8,51,25,73,24,25,21,49,24,26,11,24,12
Lukas Lacko,0,0,0,0,101,59,102,21,59,35,81,26,42,23,21,10,35,23,55,16,47,25,37,12,19,11,10,2,23,17,39,10,37,19,41,6,33,21,20,8,8,5,2,0,25,14,45,9,39,22,18,13,17,10,10,2,33,15,14,6,27,14,21,8,62,39,27,8,39,19,19,3,23,10,8,3
Marinko Matosevic,6,1,6,4,56,29,56,21,29,17,35,12,27,20,21,5,18,9,23,9,31,18,28,8,7,4,5,2,9,5,14,8,27,13,29,9,17,7,11,3,3,3,2,1,18,9,28,10,21,12,17,8,13,7,4,2,21,14,19,6,16,11,10,3,38,22,24,10,22,11,14,4,16,9,10,3
Juan Ignacio Chela,21,15,22,8,148,83,151,70,83,50,81,31,65,32,70,27,50,30,50,19,65,38,74,34,33,21,27,13,30,15,31,10,58,31,59,20,48,27,48,22,12,5,13,6,46,28,49,22,54,28,46,19,26,13,29,12,46,22,49,19,39,21,36,17,91,50,71,31,50,27,40,13,41,23,31,11
Tatsuma Ito,7,3,7,3,62,35,64,25,35,20,39,10,27,14,25,9,20,12,29,4,29,23,26,12,13,8,9,5,12,8,25,6,31,23,18,9,14,8,16,6,5,3,5,3,27,17,15,7,16,8,19,6,9,4,8,3,18,9,20,7,12,7,11,4,29,12,22,5,12,8,17,5,17,9,5,2
Somdev Devvarman,6,4,6,1,47,26,47,12,26,18,35,15,21,13,12,7,18,9,20,9,21,11,20,5,8,4,7,4,9,2,11,2,20,12,24,3,14,9,8,3,4,2,4,2,19,10,23,5,17,10,8,2,7,4,5,1,19,10,11,2,11,8,6,3,30,13,9,3,13,7,6,3,17,7,3,2
Jesse Huta Galung,0,0,0,0,19,13,19,8,13,5,11,3,6,4,8,4,5,2,8,1,12,6,7,3,2,0,4,2,2,1,7,1,9,3,5,0,6,3,5,1,2,0,2,1,4,3,6,3,9,6,4,1,3,3,2,0,7,6,6,1,6,1,3,1,5,3,6,3,3,2,3,2,2,2,3,2
Florian Mayer,16,10,16,3,160,92,165,63,92,56,102,41,68,44,63,27,56,42,61,24,80,54,77,35,24,15,27,8,42,27,37,12,68,45,66,24,41,26,54,19,9,5,8,2,60,39,54,17,49,32,59,23,20,15,25,9,53,35,53,21,32,17,39,15,74,46,69,25,46,24,44,10,28,17,25,11
Michael Russell,37,26,37,13,129,68,126,50,68,31,76,28,61,36,51,25,31,22,48,12,73,43,54,17,25,13,25,4,22,13,36,11,53,27,49,11,43,25,37,14,12,5,4,3,36,24,49,20,51,32,34,13,23,13,15,7,43,20,41,17,31,11,21,8,65,41,51,19,41,23,32,14,24,14,19,12
Jack Sock,14,9,16,3,78,50,77,30,50,33,47,17,28,20,30,11,33,17,30,9,37,24,36,11,8,4,11,4,17,12,21,7,40,28,34,10,17,11,18,10,4,3,4,2,33,21,31,10,23,17,18,7,9,3,12,4,29,17,21,4,9,7,15,7,36,26,23,12,26,15,11,2,10,6,12,3
Marc Gicquel,0,0,0,0,32,17,32,9,17,14,23,8,15,11,9,1,14,8,15,7,14,6,16,5,4,3,1,1,8,5,8,3,12,9,18,5,11,6,5,1,1,1,1,0,12,8,16,4,9,5,9,2,6,3,2,2,9,5,11,5,7,2,2,0,9,7,14,4,7,5,10,5,2,1,4,2
Bobby Reynolds,0,0,0,0,19,11,19,11,11,8,8,1,8,3,11,3,8,5,7,2,6,6,9,2,5,3,3,2,5,2,5,1,9,4,9,6,3,2,3,0,2,1,2,0,7,4,4,1,7,5,9,3,2,1,2,1,8,2,7,4,3,3,4,0,16,10,14,3,10,7,11,3,6,4,3,0
Andrey Golubev,4,0,4,1,26,14,28,12,14,6,16,7,12,3,12,5,6,3,9,3,11,3,14,3,9,5,5,3,3,2,6,1,6,3,14,3,13,4,5,4,4,2,3,2,4,2,12,2,7,5,4,0,11,7,5,4,7,2,6,3,9,5,1,1,29,14,5,3,14,6,2,0,15,11,3,1
Carlos Berlocq,0,0,0,0,30,12,31,8,12,6,23,11,18,8,8,3,6,5,12,3,14,10,16,6,10,6,3,1,5,5,9,5,11,5,13,8,10,5,8,3,4,3,1,0,5,4,10,2,11,5,13,5,8,5,4,2,6,3,10,5,11,4,7,3,15,4,17,3,4,1,14,7,11,5,3,2
Fabio Fognini,10,5,9,3,178,112,175,74,112,66,101,39,66,41,74,32,66,41,62,19,87,63,81,24,25,18,32,10,39,25,43,16,88,58,76,32,42,22,46,19,7,2,10,4,72,44,60,15,52,34,59,27,22,14,25,11,62,39,47,17,32,18,41,20,73,30,64,25,30,18,39,13,43,20,25,12
Juan Carlos Ferrero,23,13,22,10,84,46,83,27,46,29,57,19,38,19,27,10,29,23,38,16,36,20,36,12,19,16,10,1,23,16,22,5,26,15,40,15,32,20,21,8,3,0,1,1,22,13,30,9,31,22,28,8,12,3,8,1,31,18,29,8,12,10,15,5,39,26,31,9,26,18,22,7,13,8,9,3
Dudi Sela,14,8,14,5,41,22,42,6,22,12,36,9,19,10,6,2,12,10,27,6,20,10,13,3,9,3,2,0,10,8,21,7,12,10,16,7,13,5,5,2,6,4,0,0,12,9,16,8,7,5,10,4,12,6,2,1,8,4,14,3,8,2,5,1,8,7,17,6,7,5,11,5,1,0,6,1
Juan Monaco,68,46,67,25,247,144,248,99,144,95,149,64,103,69,99,32,95,64,85,25,118,74,131,56,34,23,32,9,64,39,60,17,105,72,100,49,67,36,79,34,11,6,9,5,97,60,67,31,69,42,95,35,37,20,38,8,79,51,91,44,47,24,65,23,98,66,165,62,66,36,103,40,32,16,62,22
Sergei Bubka,0,0,0,0,14,9,15,8,9,2,7,3,5,5,8,1,2,1,4,0,12,8,10,5,0,0,1,0,1,1,4,3,9,6,5,2,4,0,6,1,0,0,0,0,6,6,6,1,3,1,7,1,4,1,1,1,1,1,7,2,3,1,1,0,1,1,4,0,1,1,4,1,0,0,0,0
Marsel Ilhan,0,0,0,0,13,6,13,3,6,4,10,1,7,3,3,1,4,2,9,0,5,4,3,1,4,4,1,0,2,1,9,4,6,4,2,0,5,4,2,0,0,0,0,0,5,4,6,1,6,2,2,1,1,0,0,0,3,0,2,0,4,2,1,1,8,3,0,0,3,2,0,0,5,2,0,0
Malek Jaziri,4,0,4,1,38,18,37,10,18,11,27,6,20,10,10,4,11,6,21,9,17,8,12,0,10,5,4,3,6,3,12,7,13,6,21,14,14,8,1,0,5,3,3,1,9,4,14,5,15,11,15,8,9,8,2,1,16,9,12,4,12,8,9,3,28,15,15,3,15,10,12,3,13,8,3,1
Diego Junqueira,0,0,0,0,13,6,14,3,6,3,11,5,7,4,3,1,3,1,6,1,7,5,7,6,3,0,1,0,1,1,5,1,7,3,2,0,2,1,7,0,3,2,0,0,3,1,3,1,5,2,7,4,3,0,0,0,4,2,4,0,3,2,4,2,11,6,3,0,6,2,3,1,5,3,0,0
Guillermo Garcia-Lopez,38,26,37,18,147,89,146,47,89,52,99,26,58,32,47,18,52,36,73,25,69,37,55,15,26,20,18,5,36,20,47,18,53,37,65,26,52,26,28,8,6,6,5,1,53,34,57,24,42,26,46,9,32,16,12,5,45,27,60,23,32,17,16,6,69,38,50,21,38,24,29,8,31,20,21,12
Jean-Rene Lisnard,0,0,0,0,14,4,14,1,4,3,13,4,10,7,1,0,3,1,9,1,8,2,5,3,3,2,0,0,1,0,8,3,4,3,3,0,8,4,3,3,1,0,0,0,4,3,6,4,5,1,0,0,4,4,3,1,2,2,4,2,8,4,2,0,4,2,6,2,2,2,4,1,2,0,2,1
Nikolay Davydenko,10,9,10,5,84,46,85,24,46,25,61,28,38,22,24,11,25,14,33,10,43,28,41,14,16,7,11,6,14,10,23,8,39,21,37,10,22,9,19,8,9,5,5,0,25,13,35,13,27,12,21,6,18,7,13,4,24,16,28,7,22,15,15,7,36,21,26,11,21,15,15,4,15,7,11,4
Alexandr Dolgopolov,42,22,42,16,261,177,268,107,177,119,161,63,84,44,107,45,119,77,98,34,102,67,125,47,40,21,45,19,77,60,64,14,109,68,112,46,56,30,73,32,19,10,19,8,85,56,80,27,71,47,87,32,36,19,43,15,76,58,82,33,43,26,60,28,99,55,132,69,55,31,63,28,44,31,69,30
Marcel Granollers,4,3,4,4,94,53,98,36,53,31,62,19,41,25,36,15,31,20,43,11,47,26,40,10,16,8,15,6,20,14,32,13,37,17,41,18,29,11,19,7,8,6,6,2,23,14,36,10,31,17,30,8,24,14,11,3,26,17,32,11,28,16,16,7,46,27,34,14,27,18,20,4,19,12,14,4
Nuria Llagostera Vives,1,1,0,0,28,10,29,12,10,7,17,9,18,12,12,4,7,6,8,4,15,8,17,4,6,5,4,1,6,3,4,1,9,6,17,8,12,8,7,2,1,1,1,0,9,4,10,5,11,6,13,5,5,2,3,0,11,6,13,8,7,3,8,4,19,9,26,13,9,5,13,7,10,7,13,6
Iveta Benesova,6,2,6,3,82,45,85,35,45,30,50,24,37,26,35,18,30,13,26,9,41,20,41,18,11,6,18,4,13,7,17,7,37,18,32,14,27,16,32,9,5,2,4,2,24,11,25,8,35,19,37,8,13,9,11,2,32,23,37,17,25,17,17,6,65,36,58,26,36,17,32,14,29,20,26,10
Ekaterina Bychkova,0,0,0,0,8,3,8,5,3,2,3,3,5,4,5,2,2,2,0,0,5,2,6,1,1,0,2,0,2,1,0,0,2,1,5,1,3,2,3,1,1,0,0,0,2,2,4,0,3,0,3,1,1,0,1,0,0,0,2,0,3,2,2,0,5,4,3,0,4,1,3,1,1,0,0,0
Silvia Soler-Espinosa,16,11,15,10,55,22,58,16,22,7,42,22,33,18,16,6,7,4,20,10,33,22,32,13,15,9,6,1,4,3,10,1,25,13,29,14,20,12,18,3,6,3,1,0,14,7,16,3,24,10,29,13,11,3,4,2,17,12,19,8,17,7,15,5,24,15,35,15,15,9,20,7,9,6,15,5
Johanna Larsson,5,5,5,2,21,12,21,7,12,8,14,5,9,6,7,3,8,4,9,2,10,4,9,4,3,3,3,1,4,4,7,4,8,5,7,0,9,6,6,3,0,0,1,1,5,1,11,2,9,4,3,1,3,2,3,1,8,2,4,1,7,4,3,0,21,12,6,2,12,5,4,2,9,4,2,2
Bojana Jovanovski,15,5,15,4,74,35,71,27,35,17,44,22,39,15,27,8,17,8,22,4,33,15,41,15,24,15,8,1,8,3,18,9,24,12,30,8,33,21,22,9,9,4,1,1,17,6,31,9,33,23,21,9,16,12,9,4,34,13,21,8,22,6,14,6,47,24,35,13,24,17,22,10,23,13,13,4
Shahar Peer,22,7,22,9,80,37,79,34,37,22,45,19,43,24,34,15,22,13,26,11,39,20,38,13,19,5,15,7,13,6,15,8,29,17,36,22,24,18,21,12,14,4,7,4,24,13,22,8,30,16,31,15,10,6,15,8,27,18,24,5,20,12,22,10,37,22,32,12,22,13,20,10,15,7,12,7
Sania Mirza,6,4,6,3,46,24,46,21,24,12,25,12,22,9,21,8,12,4,13,3,21,11,25,10,13,7,8,4,4,3,10,3,19,9,18,8,17,8,14,4,6,1,4,1,10,4,13,3,17,6,18,10,11,9,7,6,12,7,11,6,20,10,11,4,22,14,25,11,14,8,14,6,8,2,11,5
Reka-Luca Jani,5,1,5,2,15,6,14,3,6,1,11,6,9,6,3,2,1,1,5,0,11,6,7,3,3,2,2,1,1,1,5,1,6,3,4,3,7,5,4,2,1,1,1,0,3,2,2,0,8,5,5,1,3,1,3,1,6,3,4,2,4,2,3,3,9,4,3,1,4,4,2,0,5,4,1,0
Sloane Stephens,30,19,28,13,128,75,128,50,75,38,78,35,53,31,50,20,38,20,43,22,68,40,65,34,22,11,20,9,20,13,21,11,58,34,53,23,39,18,45,19,11,5,9,3,41,22,41,21,42,22,49,25,26,14,25,11,41,27,45,16,34,16,39,15,57,30,77,36,30,19,41,19,27,16,36,18
Ksenia Pervak,6,3,6,2,36,16,36,17,16,6,19,7,20,13,17,4,6,3,12,5,23,13,20,11,7,3,4,1,3,0,7,3,16,9,14,4,13,7,14,5,4,2,1,1,12,6,13,2,14,4,13,5,8,2,5,1,10,6,10,2,12,4,9,5,11,3,9,3,3,3,6,2,8,3,3,2
Alison Riske,0,0,0,0,15,5,16,5,5,2,11,5,10,1,5,2,2,1,6,4,4,1,8,0,9,7,2,0,1,0,2,1,2,2,12,5,10,5,2,1,2,1,0,0,3,1,8,0,5,2,6,3,6,2,1,1,4,2,3,1,5,2,3,2,10,2,3,1,2,1,2,0,8,5,1,0
Galina Voskoboeva,0,0,0,0,38,19,37,14,19,13,23,9,19,15,14,3,13,10,14,6,21,11,20,10,4,2,3,2,10,9,8,5,14,9,16,7,12,7,11,4,2,0,2,1,10,5,14,5,12,8,14,4,5,3,5,1,13,9,15,5,7,2,8,2,11,5,26,8,5,3,18,9,6,3,8,2
Jill Craybas,0,0,0,0,9,3,9,5,3,3,4,2,6,4,5,1,3,1,2,2,4,3,6,1,2,0,1,1,1,1,0,0,5,1,7,4,1,0,1,0,2,1,1,0,1,1,3,2,4,3,5,1,2,2,1,0,3,2,6,1,3,1,2,0,4,2,4,2,2,1,2,0,2,1,2,1
Madison Keys,0,0,0,0,33,17,31,17,17,9,14,6,16,11,17,7,9,5,8,4,19,14,16,4,5,1,7,5,5,4,4,1,18,9,16,9,6,3,6,3,4,4,5,3,10,4,8,3,12,6,12,4,7,3,5,1,12,8,11,5,9,5,8,3,16,9,17,4,9,5,13,5,7,3,4,2
Alexandra Panova,0,0,0,0,27,17,25,7,17,8,18,6,10,4,7,4,8,4,12,4,13,3,9,4,6,0,4,1,4,3,8,3,7,2,9,2,10,3,7,3,6,2,1,0,3,3,10,2,8,6,6,2,9,3,4,1,6,3,6,2,5,4,5,4,10,2,15,5,2,1,10,7,8,2,5,0
Christina McHale,16,10,16,9,111,58,115,49,58,29,66,27,53,31,49,20,29,15,39,19,60,33,56,26,22,7,20,7,15,9,20,10,47,33,49,20,34,23,39,20,15,9,7,4,39,23,39,20,37,21,39,17,20,12,23,7,37,19,42,21,28,18,33,16,63,33,89,39,33,17,50,22,30,11,39,10
Aleksandra Wozniak,13,5,13,8,52,30,52,28,30,17,24,10,22,13,28,11,17,10,14,8,26,13,27,8,9,6,11,6,10,6,6,1,20,10,27,10,19,8,13,7,3,1,6,3,14,8,18,11,18,12,16,6,12,9,10,3,18,10,21,9,15,8,13,5,24,17,28,10,17,12,18,8,7,3,10,7
Bethanie Mattek-Sands,17,12,17,7,90,51,90,36,51,28,54,23,39,20,36,16,28,18,31,13,43,21,43,19,19,9,16,7,18,11,18,5,31,18,37,13,31,17,28,7,10,5,7,5,25,16,29,12,30,15,34,13,19,7,9,4,24,12,33,11,22,11,18,7,48,23,57,27,23,10,30,19,25,12,27,11
Polona Hercog,7,4,8,2,32,20,35,14,20,11,21,10,12,3,14,5,11,10,11,4,12,10,19,8,9,6,5,2,10,7,7,2,11,8,15,5,8,6,11,4,3,1,2,2,11,6,12,2,9,6,12,8,3,2,4,1,11,7,6,2,5,1,11,6,12,7,19,12,7,4,7,4,5,4,12,4
Vesna Dolonts,0,0,0,0,16,6,18,10,6,3,8,2,10,6,10,4,3,2,6,3,9,6,8,5,4,4,4,2,2,2,3,0,7,2,6,4,7,2,7,0,0,0,2,1,2,2,2,1,7,4,11,4,5,3,1,1,4,2,8,0,6,2,4,0,7,2,6,2,2,1,4,1,5,2,2,1
Alona Bondarenko,0,0,0,0,17,8,17,3,8,7,14,5,9,3,3,1,7,6,9,1,4,1,7,2,6,3,1,0,6,1,8,2,2,2,6,3,6,3,3,1,3,3,0,0,7,6,5,2,3,0,5,3,6,2,1,1,1,0,4,2,5,5,3,0,13,6,6,0,6,2,6,1,7,3,0,0
Arantxa Rus,11,7,11,7,105,51,107,46,51,20,61,18,54,34,46,18,20,10,43,16,65,25,46,23,20,11,18,9,10,4,27,11,35,20,39,12,51,30,32,12,9,5,9,4,26,14,38,9,45,18,32,14,26,14,17,9,30,17,27,14,41,22,22,12,71,32,48,24,32,17,24,12,39,21,24,12
Vania King,11,6,11,4,101,46,100,52,46,24,48,24,55,32,52,25,24,14,24,11,54,24,51,30,23,8,25,12,14,9,13,2,34,15,32,14,38,20,43,16,15,7,12,7,20,7,20,8,39,26,41,21,25,9,21,8,39,20,28,10,22,15,34,17,63,29,46,19,29,14,27,9,34,14,19,9
Pauline Parmentier,6,4,6,3,60,29,62,30,29,18,32,13,31,20,30,13,18,15,19,4,31,12,30,8,11,8,13,7,15,9,15,8,15,6,26,9,27,17,14,7,3,3,7,4,12,10,25,8,26,11,16,2,13,10,10,6,13,8,22,3,25,12,6,3,32,14,10,3,14,6,7,2,18,7,3,1
Akgul Amanmuradova,0,0,0,0,30,19,29,13,19,9,16,8,11,6,13,4,9,5,8,4,16,8,17,3,5,5,4,1,5,4,4,1,12,9,18,3,13,5,6,2,0,0,1,0,10,7,16,4,8,5,7,3,8,3,3,2,8,5,8,4,6,3,4,2,8,5,18,9,5,4,9,6,3,1,9,3
Jie Zheng,6,5,6,2,115,74,116,52,74,36,64,24,41,16,52,27,36,19,40,13,54,31,49,24,25,14,27,10,19,9,27,4,48,28,38,18,37,22,41,16,11,4,10,3,38,21,24,8,42,26,43,15,19,9,23,15,43,21,36,13,25,13,23,9,67,44,45,20,44,22,25,10,23,10,20,12
Alize Cornet,5,1,6,2,77,37,78,40,37,15,38,14,40,25,40,19,15,9,24,8,47,26,35,17,15,10,19,8,9,5,16,5,32,11,26,8,31,18,28,15,5,3,8,5,15,8,23,4,39,20,21,9,16,10,18,7,27,13,16,8,29,13,20,8,63,31,36,15,31,14,21,7,32,19,15,6
Gisela Dulko,0,0,0,0,47,28,49,23,28,13,26,11,19,11,23,10,13,7,16,9,26,15,23,9,8,7,10,4,7,5,6,3,21,9,24,10,18,9,15,8,1,0,4,1,11,8,17,10,21,8,17,7,9,7,11,4,11,5,20,8,20,6,14,3,23,11,41,21,11,6,20,9,12,6,21,8
Michaella Krajicek,0,0,0,0,15,11,15,4,11,4,11,2,4,2,4,1,4,2,9,3,9,6,5,1,2,1,1,0,2,1,6,1,8,4,7,1,4,0,2,0,1,0,0,0,5,3,7,2,4,0,3,1,4,2,0,0,2,2,4,0,6,1,1,0,2,1,1,0,1,0,1,0,1,0,0,0
Petra Martic,7,4,7,4,74,43,76,31,43,25,45,15,31,14,31,9,25,12,30,10,32,17,37,18,17,8,9,0,12,7,20,7,30,18,29,16,23,17,27,14,9,6,0,0,23,16,20,9,29,15,29,9,12,4,14,7,22,13,29,17,18,12,16,8,39,22,66,24,22,13,42,23,17,9,24,6
Anastasia Pavlyuchenkova,16,10,14,11,169,95,170,77,95,52,93,29,74,40,77,36,52,33,64,20,83,50,70,29,34,17,36,16,33,20,44,14,68,39,61,30,51,27,49,20,17,8,16,8,52,31,45,21,57,26,59,23,31,19,28,17,47,28,57,27,50,27,34,16,102,59,108,55,59,27,53,30,43,24,55,22
Chanelle Scheepers,6,5,6,0,52,25,53,18,25,12,35,15,27,14,18,12,12,6,20,6,27,16,21,13,13,4,12,5,6,4,14,6,22,13,14,5,15,5,20,13,9,3,5,1,15,6,15,7,14,9,12,5,13,6,17,8,18,10,14,6,11,7,14,9,24,9,34,15,9,3,19,10,15,3,15,2
Mirjana Lucic,10,3,11,4,37,19,35,13,19,11,22,4,18,9,13,4,11,6,18,7,17,11,13,2,9,7,4,2,6,5,11,1,16,10,18,5,13,4,4,0,2,0,2,0,11,7,14,5,10,6,9,4,9,4,2,1,10,7,10,3,8,5,5,3,19,12,16,3,12,6,13,8,7,5,3,0
Lucie Safarova,14,5,15,6,99,49,101,39,49,25,62,32,50,29,39,21,25,13,30,15,53,33,50,20,21,7,21,10,13,8,15,7,45,23,45,22,27,14,31,13,14,10,10,4,28,16,30,12,36,21,40,17,23,14,19,8,33,21,35,12,29,19,28,12,49,29,54,27,29,18,27,12,20,7,27,13
Angelique Kerber,18,8,19,6,213,131,214,119,131,65,95,49,82,52,119,55,65,44,46,19,118,68,113,58,30,18,55,22,44,30,27,12,89,54,74,40,68,39,91,44,12,7,22,12,68,42,46,17,74,45,87,40,36,17,54,25,71,46,64,33,46,26,69,33,117,70,144,71,69,35,73,35,47,32,71,31
Agnieszka Radwanska,25,16,26,9,298,197,293,148,196,114,145,58,101,57,148,84,114,68,87,40,139,80,122,60,44,27,84,41,68,44,47,17,126,72,102,47,86,50,103,54,17,11,41,22,96,55,72,24,104,60,96,46,47,27,73,33,101,59,74,43,71,38,86,49,174,95,138,61,95,48,77,33,79,47,61,36
Laura Pous-Tio,0,0,0,0,25,13,25,8,13,4,17,6,12,8,8,7,4,2,11,5,17,9,7,2,4,1,7,3,2,1,6,1,11,6,10,4,9,5,6,2,3,1,3,2,7,3,7,2,10,5,8,3,5,3,3,0,9,4,7,1,8,2,6,2,17,6,11,6,6,1,5,1,11,5,6,1
Romina Oprandi,0,0,0,0,59,36,61,30,36,20,31,16,23,11,30,16,20,11,15,7,27,19,30,15,12,5,16,9,11,5,8,3,28,16,22,6,13,8,22,11,7,1,9,6,22,11,19,6,20,11,17,4,6,4,14,3,22,10,19,7,13,5,15,4,34,19,32,13,19,9,19,6,15,7,13,5
Anastasiya Yakimova,0,0,0,0,15,9,16,7,9,5,9,2,6,3,7,4,5,0,7,2,7,1,5,1,3,1,4,2,0,0,5,2,6,2,6,2,7,5,3,2,2,1,2,0,2,0,6,4,9,3,3,3,3,1,4,1,5,2,4,2,7,3,6,1,9,4,15,5,4,2,10,4,5,1,5,1
Coco Vandeweghe,6,3,6,2,26,9,27,6,9,3,21,6,17,9,6,3,3,2,15,7,15,11,9,3,8,4,3,1,2,1,8,4,12,6,13,4,8,5,5,2,4,2,1,1,7,3,13,5,11,8,7,2,5,3,2,2,12,7,10,4,6,0,2,0,17,11,12,3,11,3,9,3,6,4,3,0
Samantha Stosur,50,27,50,18,259,154,255,113,154,99,143,65,105,72,113,50,99,69,78,35,127,83,127,65,33,14,50,29,69,50,43,12,113,75,97,36,58,37,86,41,19,12,29,14,94,62,73,31,75,46,81,41,33,24,56,27,78,49,71,30,53,38,70,38,126,74,132,61,74,46,71,37,52,31,61,28
Irina Falconi,10,5,11,7,65,32,63,25,32,18,38,17,33,20,25,11,18,10,21,8,34,19,31,11,13,9,11,2,10,4,13,4,27,9,28,13,24,9,20,10,4,0,2,0,15,9,19,7,27,11,23,15,15,6,12,8,17,9,15,5,22,9,19,10,22,8,26,8,8,6,18,6,14,3,8,2
Anabel Medina Garrigues,19,9,20,9,54,31,57,28,31,14,29,10,23,16,28,6,14,10,19,12,33,20,32,13,6,2,6,2,10,6,7,4,24,18,31,12,15,8,17,7,4,1,2,0,22,12,23,10,14,8,22,9,8,3,9,2,18,10,23,11,9,6,16,7,27,17,33,16,17,11,17,7,10,7,16,10
Kateryna Bondarenko,5,2,5,1,40,23,42,18,23,13,24,9,17,11,18,8,13,6,15,7,21,12,19,8,6,2,8,2,6,2,8,1,19,8,18,6,11,7,14,5,4,1,2,2,12,4,13,3,18,9,15,8,5,2,5,4,17,9,10,5,11,6,9,5,22,12,16,7,12,9,9,3,10,5,7,3
